#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Ca48        kin_type:  SRC            
# target_amu: 47.952523                 
# target_density [g/cm3]: 1.8600     
# target_thickness [cm]: 0.5650      
# target_areal_density [g/cm2]: 1.0509
#
# N: 28
# Z: 20
# A: 48
# transparency: 0.37
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err
17047,2482.752,125.148,50.407,585.000,24.187,539.276,24.496,45.724,3.878,1.000,3.645E-05,0.972,4.284E-04,1.003,-NAN,0.936,1.559E-03,7.143E+02,2.469E+02,1.690E+02,2.616E+01,2.046E-01,3.133E-01,3.058E-01,3.087E-01,2.052E-01,24741.000,23150.000,-1.0,2049.0,257.0,1.0,-0.445,0.461,0.805,0.022,0.995,0.055,1.036,0.037,337.258,347.366,348.424,329.479,304.535,292.533,257.535,262.778,256.067,266.060,264.460,277.990,2.290,2.458,2.279,2.154,1.981,1.839,1.416,1.460,1.354,1.461,1.391,1.430,239.378,237.832,237.372,228.959,261.176,252.243,230.338,232.350,214.248,218.199,225.091,229.893,2.829,2.589,2.709,2.875,3.328,2.808,2.558,2.525,2.623,2.865,2.821,2.820,0.961,0.014
17048,2765.419,140.722,50.886,609.000,24.678,551.434,25.059,57.566,4.352,1.000,3.427E-05,0.973,4.014E-04,1.003,-NAN,0.939,1.446E-03,7.187E+02,2.474E+02,1.699E+02,2.633E+01,2.005E-01,3.090E-01,3.017E-01,3.051E-01,2.011E-01,27559.000,25866.000,-1.0,2049.0,257.0,1.0,-0.454,0.449,0.805,0.022,0.995,0.055,1.035,0.037,337.743,346.793,345.735,336.237,307.440,292.529,260.412,265.990,254.456,266.353,264.668,279.512,2.295,2.434,2.204,2.277,2.031,1.838,1.434,1.394,1.330,1.470,1.399,1.439,232.956,236.850,233.990,228.100,257.027,248.073,229.484,228.996,214.081,217.087,223.606,226.547,2.720,2.686,2.749,2.753,3.349,3.097,2.560,2.460,2.676,2.798,2.714,2.681,0.961,0.013
17049,1448.834,78.985,54.516,347.000,18.628,317.066,18.890,29.934,3.138,0.999,4.653E-05,0.971,5.505E-04,1.003,-NAN,0.936,2.044E-03,7.682E+02,2.684E+02,1.830E+02,2.791E+01,2.276E-01,3.462E-01,3.377E-01,3.387E-01,2.283E-01,14438.000,13507.000,-1.0,2049.0,257.0,1.0,-0.439,0.471,0.805,0.022,0.995,0.055,1.037,0.037,332.719,346.153,346.465,332.035,301.594,291.160,264.788,269.594,255.025,266.466,265.545,279.563,2.183,2.379,2.213,2.178,1.945,1.797,1.370,1.409,1.333,1.454,1.388,1.425,242.240,241.684,239.119,227.120,251.155,263.162,236.097,233.956,218.954,223.256,229.558,234.215,2.756,2.740,2.907,2.916,2.942,3.289,2.640,2.654,2.996,3.109,3.015,3.091,0.959,0.017
17050,1330.214,74.157,55.748,359.000,18.947,324.461,19.245,34.539,3.371,0.999,4.733E-05,0.969,5.764E-04,1.003,-NAN,0.937,2.107E-03,7.844E+02,2.748E+02,1.871E+02,2.876E+01,2.360E-01,3.576E-01,3.489E-01,3.505E-01,2.367E-01,13256.000,12424.000,-1.0,2049.0,257.0,1.0,-0.450,0.461,0.805,0.022,0.995,0.055,1.036,0.037,335.243,343.142,344.531,329.818,305.490,289.761,266.450,271.540,255.541,267.991,267.001,281.907,2.229,2.343,2.187,2.169,1.988,1.775,1.394,1.457,1.330,1.480,1.384,1.453,228.959,243.290,244.170,229.838,255.265,257.088,229.662,228.428,220.948,225.066,230.996,231.754,2.682,2.714,3.123,2.913,2.977,3.158,2.774,2.435,2.996,2.710,2.972,3.008,0.957,0.017
17051,3964.501,219.960,55.482,1055.000,32.481,970.461,32.906,84.539,5.273,0.999,2.807E-05,0.971,3.277E-04,1.003,-NAN,0.937,1.219E-03,7.789E+02,2.732E+02,1.860E+02,2.857E+01,2.359E-01,3.570E-01,3.482E-01,3.496E-01,2.365E-01,39508.000,37035.000,-1.0,2049.0,257.0,1.0,-0.460,0.463,0.805,0.022,0.997,0.055,1.037,0.037,338.964,344.211,349.727,333.145,302.786,289.558,260.800,271.044,254.591,266.588,269.913,282.627,2.300,2.384,2.304,2.198,1.924,1.764,1.418,1.414,1.326,1.460,1.347,1.469,246.576,251.059,245.653,231.310,256.698,260.750,231.083,233.881,210.254,224.756,227.436,235.576,2.894,3.010,3.130,2.952,3.110,3.184,2.606,2.567,2.661,2.729,2.856,3.096,0.958,0.010
17052,2547.691,138.030,54.178,607.000,24.637,551.408,25.006,55.592,4.276,0.999,4.119E-05,0.970,4.160E-04,1.003,-NAN,0.940,1.485E-03,7.600E+02,2.662E+02,1.814E+02,2.789E+01,2.285E-01,3.464E-01,3.379E-01,3.395E-01,2.291E-01,25391.000,23880.000,-1.0,2049.0,257.0,1.0,-0.456,0.457,0.805,0.022,0.996,0.055,1.036,0.037,335.631,343.939,350.958,332.445,303.938,290.934,261.139,270.859,256.515,267.806,273.281,285.298,2.074,2.429,2.130,2.015,2.040,1.662,1.470,1.455,1.370,1.524,1.496,1.530,246.733,244.730,242.394,232.264,262.304,258.757,232.495,231.700,223.854,222.887,230.539,234.304,2.942,2.876,2.933,2.959,3.345,3.057,2.564,2.660,3.074,2.713,2.610,3.097,0.957,0.012
17053,3435.765,187.167,54.476,862.000,29.360,795.553,29.730,66.447,4.675,0.999,3.773E-05,0.971,3.554E-04,1.003,-NAN,0.938,1.299E-03,7.631E+02,2.674E+02,1.822E+02,2.801E+01,2.293E-01,3.476E-01,3.390E-01,3.407E-01,2.299E-01,34240.000,32132.000,-1.0,2049.0,257.0,1.0,-0.444,0.472,0.805,0.022,0.995,0.055,1.036,0.037,333.997,337.613,352.192,333.264,310.021,296.838,267.430,274.434,259.848,270.612,279.046,296.471,2.267,2.293,2.136,2.018,2.088,1.705,1.408,1.472,1.419,1.528,1.438,1.530,251.229,250.776,245.300,239.275,262.589,263.273,239.285,244.014,221.019,231.836,234.268,238.278,2.822,2.735,2.983,2.890,3.173,3.294,2.710,2.840,2.960,2.962,2.745,2.790,0.958,0.011
17054,2864.860,158.156,55.205,701.000,26.476,647.053,26.809,53.947,4.213,0.999,4.189E-05,0.970,3.883E-04,1.003,-NAN,0.939,1.415E-03,7.729E+02,2.713E+02,1.848E+02,2.837E+01,2.341E-01,3.543E-01,3.455E-01,3.469E-01,2.347E-01,28551.000,26813.000,-1.0,2049.0,257.0,1.0,-0.466,0.461,0.805,0.022,0.996,0.055,1.037,0.037,331.286,338.069,352.085,333.544,301.605,294.031,273.103,276.271,261.063,274.126,281.637,297.892,2.201,2.294,2.106,1.976,1.942,1.684,1.463,1.495,1.397,1.450,1.455,1.532,256.268,253.527,243.280,238.145,263.682,265.908,244.906,247.697,225.562,233.205,241.847,236.731,2.840,2.872,3.076,3.132,3.212,3.277,2.819,2.946,2.682,2.936,2.737,2.929,0.957,0.012
17055,3374.152,184.968,54.819,832.000,28.844,761.276,29.245,70.724,4.823,0.999,4.076E-05,0.970,3.612E-04,1.003,-NAN,0.933,1.368E-03,7.671E+02,2.692E+02,1.834E+02,2.817E+01,2.321E-01,3.513E-01,3.427E-01,3.442E-01,2.328E-01,33626.000,31358.000,-1.0,2049.0,257.0,1.0,-0.441,0.459,0.805,0.022,0.996,0.056,1.035,0.037,332.241,338.118,353.811,331.793,304.775,295.983,271.622,278.709,257.838,274.539,283.489,298.837,2.049,2.333,2.173,1.999,2.034,1.707,1.475,1.545,1.391,1.451,1.526,1.576,261.487,260.674,250.379,240.932,269.514,262.052,244.750,250.136,223.130,233.200,244.450,246.743,2.913,2.961,3.208,3.121,3.080,2.923,2.728,2.745,2.686,2.971,2.841,2.988,0.957,0.011
17056,3420.909,192.365,56.232,893.000,29.883,814.053,30.315,78.947,5.096,0.999,4.013E-05,0.970,3.510E-04,1.003,-NAN,0.937,1.320E-03,7.861E+02,2.765E+02,1.882E+02,2.887E+01,2.396E-01,3.622E-01,3.533E-01,3.545E-01,2.402E-01,34092.000,31928.000,-1.0,2049.0,257.0,1.0,-0.442,0.478,0.805,0.022,0.996,0.056,1.036,0.037,333.268,339.578,351.686,332.897,306.793,295.081,273.484,281.948,261.941,275.309,290.411,297.896,2.037,2.367,2.144,2.039,1.845,1.715,1.482,1.579,1.443,1.458,1.503,1.575,258.327,263.429,246.828,243.593,265.476,269.867,246.745,247.226,228.372,238.310,245.989,242.974,2.903,3.056,3.054,3.006,2.984,3.102,2.818,2.720,2.817,3.187,2.850,2.978,0.958,0.011
17057,3175.923,174.487,54.941,802.000,28.320,729.961,28.735,72.039,4.868,0.999,4.559E-05,0.971,3.673E-04,1.003,-NAN,0.934,1.400E-03,7.677E+02,2.695E+02,1.836E+02,2.820E+01,2.323E-01,3.518E-01,3.431E-01,3.446E-01,2.330E-01,31649.000,29547.000,-1.0,2049.0,257.0,1.0,-0.444,0.451,0.805,0.022,0.995,0.055,1.035,0.037,333.379,339.397,350.805,336.103,305.203,296.734,273.467,287.333,266.803,276.605,293.316,306.352,2.052,2.363,1.968,2.097,1.829,1.734,1.509,1.548,1.393,1.493,1.523,1.566,260.612,262.540,252.303,241.453,260.716,261.114,249.123,246.919,231.169,245.721,248.534,237.840,2.937,2.936,2.924,2.812,3.072,2.813,2.645,2.692,2.903,3.299,2.777,2.822,0.959,0.011
