# CaFe Be9 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# real_yield -> randoms-subtracted, integrated missing-momentum counts
# rand_yield -> randoms (accidentals selected) yield integrated missing-momentum counts
# total_yield -> total (reals+randoms) integrated missing-momentum counts
entry,real_yield,real_yield_err,rand_yield,rand_yield_err,total_yield_total_yield_err
960,68460.315,261.709,23.684,2.791,68484.000,261.694
961,70311.001,265.225,25.000,2.868,70336.000,265.209
962,73455.344,271.089,25.658,2.905,73481.000,271.074
963,53826.237,232.056,17.763,2.417,53844.000,232.043
964,49700.869,222.982,15.132,2.231,49716.000,222.971
965,52021.895,228.133,17.105,2.372,52039.000,228.121
966,76243.395,276.193,29.605,3.121,76273.000,276.176
967,43693.500,209.070,12.500,2.028,43706.000,209.060
968,70498.999,265.579,25.000,2.868,70524.000,265.564
969,52605.895,229.409,17.105,2.372,52623.000,229.397
970,56604.592,237.971,19.408,2.527,56624.000,237.958
971,64756.948,254.529,21.053,2.632,64778.000,254.515
972,60722.934,246.474,20.066,2.569,60743.000,246.461
973,53294.224,230.904,16.776,2.349,53311.000,230.892
974,44277.500,210.462,12.500,2.028,44290.000,210.452
975,58445.934,241.811,20.066,2.569,58466.000,241.797
976,56543.947,237.849,21.053,2.632,56565.000,237.834
977,39290.144,198.254,10.855,1.890,39301.000,198.245
978,35048.790,187.246,9.211,1.741,35058.000,187.238
979,50625.552,225.050,16.447,2.326,50642.000,225.038
980,48681.223,220.689,16.776,2.349,48698.000,220.676
981,46068.197,214.681,14.803,2.207,46083.000,214.670
982,54408.276,233.315,20.724,2.611,54429.000,233.300
983,44349.184,210.636,13.816,2.132,44363.000,210.625
984,50197.224,224.097,16.776,2.349,50214.000,224.085
985,55419.591,235.468,19.408,2.527,55439.000,235.455
986,47730.210,218.520,15.789,2.279,47746.000,218.509
987,46879.197,216.561,14.803,2.207,46894.000,216.550
988,48297.198,219.811,14.803,2.207,48312.000,219.800
989,64389.604,253.804,20.395,2.590,64410.000,253.791
990,47778.869,218.630,15.132,2.231,47794.000,218.618
991,43557.513,208.747,13.487,2.106,43571.000,208.737
992,35935.803,189.603,10.197,1.832,35946.000,189.594
993,45098.539,212.413,15.461,2.255,45114.000,212.401
994,32426.790,180.108,9.211,1.741,32436.000,180.100
995,29668.434,172.274,7.566,1.578,29676.000,172.267
996,33674.145,183.544,10.855,1.890,33685.000,183.535
997,28363.448,168.448,8.553,1.677,28372.000,168.440
998,35816.145,189.290,10.855,1.890,35827.000,189.280
999,39149.171,197.905,12.829,2.054,39162.000,197.894
