 ---------------------------------------------
       183.451101     -2605.68657      860.868885      464.747594 10310
       525.206276      321.984588      147.045693     -2816.79138 01310
       228.843519      -3320.1965      1236.58581      183.468825 00410
       34.1782564     -33.3035538      148.724734      1792.78178 30020
       -119.71954     -51.4605156      97.9148532      515.524135 21020
      -67.5944131      2.88032729      31.6483872     -108.469253 12020
      -33.7388336      16.9110124      5.97539048     -215.896274 03020
       21.7515175        1271.027      -88.616433     -721.124351 20120
       31.9440402      194.089484     -32.0809326     -817.171968 11120
       23.5154435      121.437421     -13.1041594     -406.643721 02120
       253.563949     -44.4576502      114.413272     -614.081888 10220
       157.688462      215.619617       23.438771     -269.113197 01220
      -232.100157     -1927.42399      507.343747     -562.173653 00320
       1.29925575      112.036507      48.3375712     -402.195562 20030
       11.8570401       90.485857     0.468092835     -150.006508 11030
       5.65859708      60.4403052     -1.58577485     -55.0578267 02030
       32.5550516       32.239371      13.3912701     -16.5448678 10130
       30.9833008      25.0081839       7.2877326     -10.4322299 01130
      -46.5420199     -645.635487      152.106439     -182.735064 00230
       14.5669932      8.98243626      4.35262942      6.33640721 10040
       8.74791955      2.11944745      2.27420755       2.5860752 01040
      -12.3051525     -173.036948      35.3562661     -33.0662278 00140
       -2.9922177     -43.5759315      7.57182035     -5.71215558 00050
       27.2578657      9.52401212     -1.10377151               0 60000
      -239.058717     -237.801754       57.883632               0 51000
       459.793374     -649.518095      186.156714               0 42000
       186.186398     -227.834645      62.1450278               0 33000
       24.4953358     -9.41248238      1.80091235               0 24000
      -13.2657528      30.6692004      -8.9557987               0 15000
      -12.7547277      22.7078906     -6.79178876               0 06000
       -83.056001     -254.695465      116.128272               0 50100
        310.16575     -1597.10201      183.391209               0 41100
       169.610139     -449.419405     -65.8882233               0 32100
       50.6403357     -225.509636     -18.5131738               0 23100
       11.2701196     -142.715232      9.98749308               0 14100
       2.44531718     -79.4876552      11.3586944               0 05100
      -227.366885      344.173699     -145.532897               0 40200
       412.835995      2473.44819     -537.038158               0 31200
       331.756021      810.294559     -153.319916               0 22200
       166.265575      305.801537     -51.8031695               0 13200
       65.7041019      146.242958     -24.6225556               0 04200
       177.635183      2285.55305     -575.238271               0 30300
      -18.0763764     -22.7410965     -179.982308               0 21300
      -140.469471       191.47326     -97.0647274               0 12300
      -90.1602437      118.579547     -37.3239598               0 03300
       460.675337     -547.646409      179.218214               0 20400
      -189.215943     -1671.25505      386.350294               0 11400
       33.8280841     -886.285273      180.409414               0 02400
       -314.87301     -2666.43289      887.520658               0 10500
       446.179102      763.902763      43.2444926               0 01500
      -344.714006     -229.202873      220.504341               0 00600
      -65.7808698      1222.56186     -312.395334               0 50010
       53.9151242      317.364826     -312.021637               0 41010
       15.3067692     -39.0473872     -87.5984428               0 32010
       5.98097961     -70.8035632     -19.0604859               0 23010
       2.89446944     -47.0874526     -3.06254261               0 14010
       1.73689753     -26.9763491    0.0490331872               0 05010
       178.069223      332.314232     -141.840733               0 40110
       119.084442      112.097176      22.9728207               0 31110
       61.0920081      57.4942799      9.43800863               0 22110
       25.8157663      28.8490198      1.90967983               0 13110
       9.68342858      12.2875915     0.473631291               0 04110
      -243.757248      720.830921     -252.043336               0 30210
      -44.9345581      290.108729     -111.258461               0 21210
      -21.6560033       91.209171     -38.0473883               0 12210
      -8.37772292      38.4654416     -14.9619173               0 03210
      -6.37328922     -1503.67759       372.16039               0 20310
        3.4404096     -452.582264      121.932689               0 11310
       11.7666178     -135.006502      39.1250294               0 02310
       153.668465      697.217577     -172.209424               0 10410
       63.1257749      30.0797621     -4.29851148               0 01410
      -47.0156789       -843.2898      285.634378               0 00510
       60.9712893     -59.8816178      29.7015354               0 40020
       7.79299322      14.0180179      3.18117418               0 31020
      0.897501667       13.642914     -1.38412743               0 22020
     -0.339384076      6.04725616    -0.781938589               0 13020
     -0.507043789      1.91296305    -0.133609524               0 04020
      -13.0418123      183.787657     -80.2790477               0 30120
      -11.1258322     -1.24773907     -14.0879843               0 21120
      -4.94625298     -5.36829525     -2.88684079               0 12120
      -1.66810559   -0.0779943048      -1.2540926               0 03120
       8.96569786     -173.219968      43.4812631               0 20220
     -0.205173352     -44.8214865       10.879848               0 11220
      0.399152834     -14.9222752      3.91662879               0 02220
       12.5215601       54.453143     -30.8716974               0 10320
       5.84575681     -42.2679547      5.45972659               0 01320
      -5.12350779     -85.8532844      36.8863672               0 00420
       -4.9304002     -16.1627991      -3.1355647               0 30030
      -2.11437679     -2.92902492    -0.552916471               0 21030
      -0.95797312    -0.704128745    0.0329726465               0 12030
     -0.345661929   -0.0445753816   -0.0486847738               0 03030
      -4.64835316      -22.977792      3.79268498               0 20130
       -1.7708591     -7.02983139     0.609471936               0 11130
     -0.333278852     -3.02759174     0.491344887               0 02130
       5.82018718      5.32757055     -5.10608428               0 10230
       1.42025114     -10.8595954      1.52684192               0 01230
      -7.00098029     -16.1645966       5.8006577               0 00330
     -0.980464015     -3.73184206     0.296229307               0 20040
     -0.590797748    -0.954055557   -0.0779843706               0 11040
     -0.196660164    -0.521996642    0.0763073885               0 02040
       1.25641731      3.77752353     -1.34980538               0 10140
      0.112146384     -2.77268986      0.29707692               0 01140
      -2.28996976     -4.58436452      1.26962825               0 00240
      0.231695382      1.44246919    -0.209585509               0 10050
    -0.0400901093    -0.564350071    0.0612682673               0 01050
     -0.829950156     -1.17281168     0.246613276               0 00150
     -0.267363023     -0.26933098    0.0384986536               0 00060
      0.292838822   -0.0779452895     0.044292394     0.845582884 00001
      -1.40937257     0.301926272    -0.187978798     -2.47726545 10001
       3.33484635    -0.862548002     0.574689547      10.5041925 01001
      0.013045016      4.51258325    -0.861523847    0.0259132153 00101
    -0.0618394303     -47.7437684      8.94535901    -0.107744042 00011
      -1.06632062      0.16674145    -0.107916202      -1.3022916 00002
 ---------------------------------------------
